Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,84,83,75,75,75,75,74,74,74,74,74,,,,,,,,,,,,,,,,,,,,,,
,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,86,84,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,97,96,94,90,90,87,74,74,74,,,,,,,,,,,,,,,,,,,,,,,
99,97,97,96,94,90,90,87,87,85,80,,,,,,,,,,,,,,,,,,,,,,,
99,97,97,96,94,90,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,87,85,83,83,83,82,80,77,,,,,,,,,,,,,,,,,,,,,,,
63,63,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,87,82,81,81,80,78,77,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,87,82,81,81,80,78,77,,,,,,,,,,,,,,,,,,,,,,,,
76,73,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,73,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,93,92,86,83,81,81,,,,,,,,,,,,,,,,,,,,,,,,,
80,68,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,68,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,88,86,86,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,88,86,86,85,84,80,79,79,77,,,,,,,,,,,,,,,,,,,,,,
99,93,93,88,86,86,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,88,86,86,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,88,86,86,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,
95,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,85,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,85,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,85,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,85,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,85,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,88,87,86,86,86,86,86,85,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,92,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,89,84,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,89,84,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,89,84,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,89,84,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,90,88,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,89,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,89,89,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,89,87,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,95,87,86,85,80,76,75,75,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,95,87,86,85,80,76,75,75,,,,,,,,,,,,,,,,,,,,,,,
96,88,86,86,86,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,88,86,86,86,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,88,86,86,86,86,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,
96,88,86,86,86,86,85,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,
98,95,85,84,75,69,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,87,85,83,80,78,78,76,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,93,89,89,87,84,81,81,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,93,89,89,87,84,81,81,,,,,,,,,,,,,,,,,,,,,,,,
88,83,82,82,81,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,
100,98,95,93,91,89,86,85,83,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,95,93,91,89,86,85,83,,,,,,,,,,,,,,,,,,,,,,,,,
100,73,70,70,70,68,67,65,63,,,,,,,,,,,,,,,,,,,,,,,,,
95,88,86,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,88,86,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,97,95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,97,95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,97,95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,97,78,75,75,73,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,95,93,93,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,76,76,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,76,76,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,76,76,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,68,68,68,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,68,68,68,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,68,68,68,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,68,68,68,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,90,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,91,91,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,91,91,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,93,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,80,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,78,75,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,94,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,94,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,78,75,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,63,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,75,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,73,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,73,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,73,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,73,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,74,,75,75,66,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,89,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,87,79,79,74,67,64,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,88,79,77,77,72,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,64,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,81,81,79,73,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,79,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,80,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,97,95,94,92,91,90,90,87,84,82,,,,,,,,,,,,,,,,,,,,,,
97,97,97,95,94,92,91,90,90,87,84,82,,,,,,,,,,,,,,,,,,,,,,
,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,92,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,92,79,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,92,76,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,93,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,92,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,89,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,89,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,95,95,91,88,83,78,75,71,71,70,,,,,,,,,,,,,,,,,,,,,,
,99,99,97,95,93,93,87,79,79,78,,,,,,,,,,,,,,,,,,,,,,,
100,99,99,98,96,96,96,94,91,88,86,84,83,82,81,76,,,,,,,,,,,,,,,,,,
100,99,99,98,96,96,96,94,91,88,86,84,83,82,81,76,,,,,,,,,,,,,,,,,,
100,99,98,97,96,96,96,92,92,90,90,87,85,83,83,79,,,,,,,,,,,,,,,,,,
100,99,98,97,96,96,96,92,92,90,90,87,85,83,83,79,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,87,85,85,85,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,96,94,91,88,86,84,83,82,81,76,,,,,,,,,,,,,,,,,,,
99,97,97,96,90,88,87,86,84,84,82,79,,,,,,,,,,,,,,,,,,,,,,
99,97,97,96,90,88,87,86,84,84,82,79,78,,,,,,,,,,,,,,,,,,,,,
99,97,97,96,90,88,87,86,84,84,82,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,93,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,93,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,85,82,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,
100,90,85,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,74,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,73,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,73,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,73,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,73,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,87,84,73,70,70,66,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,94,93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,83,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,75,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,79,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,97,95,95,89,89,89,86,85,85,85,,,,,,,,,,,,,,,,,,,,,,
97,97,97,95,95,89,89,89,86,85,85,85,,,,,,,,,,,,,,,,,,,,,,
97,97,97,95,95,89,89,89,86,85,85,85,,,,,,,,,,,,,,,,,,,,,,
75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,70,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,94,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,94,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,93,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,92,70,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,93,93,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,91,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,91,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,91,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,95,92,91,90,88,85,79,76,74,73,,,,,,,,,,,,,,,,,,,,,,
100,96,96,96,89,88,86,85,79,79,76,75,,,,,,,,,,,,,,,,,,,,,,
,99,98,97,95,95,95,86,81,,,,,,,,,,,,,,,,,,,,,,,,,
,99,98,97,95,95,95,86,81,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,99,98,96,96,94,94,94,91,87,85,83,81,79,76,,,,,,,,,,,,,,,,,,
100,99,99,98,96,96,94,94,94,91,87,85,83,81,79,76,,,,,,,,,,,,,,,,,,
100,99,98,97,96,96,96,92,90,87,84,83,81,80,80,74,,,,,,,,,,,,,,,,,,
100,99,98,97,96,96,96,92,90,87,84,83,81,80,80,74,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,87,86,83,82,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,96,96,94,94,94,91,87,85,83,81,79,76,,,,,,,,,,,,,,,,,,,
99,97,92,92,92,88,86,85,80,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,92,87,82,82,81,80,77,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,95,93,90,89,87,87,83,82,79,,,,,,,,,,,,,,,,,,,,,,
99,97,96,95,93,90,89,87,87,83,82,79,78,,,,,,,,,,,,,,,,,,,,,
99,97,96,95,93,90,89,87,87,83,82,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,92,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,79,77,75,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,69,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,94,94,90,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,97,97,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,89,80,76,70,62,58,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,87,77,73,69,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,89,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,89,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,88,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,88,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,88,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,94,94,89,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,86,73,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
